stem,gan_edge_iou,gan_chamfer,gan_sketch_lpips,gan_psnr,gan_ssim,gan_lpips,gan_bnd_lpips,gan_face_lpips,gan_arcface_cos,dit_edge_iou,dit_chamfer,dit_sketch_lpips,dit_psnr,dit_ssim,dit_lpips,dit_bnd_lpips,dit_face_lpips,dit_arcface_cos
braid_3048,0.09019939804364184,3.523673739668385,0.795868992805481,9.730531380961272,0.4996436533415441,0.3421018123626709,0.0068826088681817055,0.00205820519477129,0.7857906222343445,0.0812791763012085,4.049998319302958,0.8407052159309387,9.747131630012372,0.4928380471676874,0.33713120222091675,0.014626792632043362,0.0,0.7581104040145874
braid_3075,0.10864745011086474,2.2684857406227183,0.8129997253417969,10.217167251160824,0.583097701563963,0.31506991386413574,0.02245686762034893,0.0029706452041864395,0.831311821937561,0.10298265105546535,2.2808895091176606,0.788325309753418,10.8548671014091,0.5742365193979225,0.3291589617729187,0.034012969583272934,0.0,0.8945751190185547
braid_3092,0.09534359744648892,2.745195159092747,0.9441872239112854,11.008039196611278,0.4471360198240067,0.39450281858444214,0.013890868052840233,0.0020331861451268196,0.7859163284301758,0.09621925175986712,2.6957139636355674,0.9182937145233154,11.315299963143968,0.47309262180168205,0.3929314911365509,0.025768877938389778,0.0,0.8732727766036987
braid_3112,0.11997648960399676,1.9101930122656419,0.6991363763809204,11.718462407388483,0.625740371770971,0.3069729804992676,0.016346435993909836,0.00348354852758348,0.739931583404541,0.12367957746478873,1.8595129380739148,0.7032792568206787,12.946750320394047,0.6392173404104202,0.29407116770744324,0.014357966370880604,0.0,0.7280981540679932
braid_3139,0.12596306713953773,1.739723541246784,0.5905418992042542,10.329067034106371,0.7373749593462259,0.25487592816352844,0.04785137251019478,0.003110619029030204,0.7178263664245605,0.12183235867446393,1.7300541859024745,0.5818217992782593,11.907101612504347,0.7423423969279398,0.2362990826368332,0.03335470333695412,0.0,0.7841212749481201
braid_3180,0.11310529279279279,1.9000496050724103,0.5432409048080444,11.51389149752843,0.7357150567982852,0.20341646671295166,0.01259935274720192,0.0016471310518682003,0.9041609168052673,0.10750521195274496,1.9316504956268687,0.5636444687843323,12.182508082194719,0.738964923711503,0.22377291321754456,0.014693008735775948,0.0,0.91519695520401
braid_3187,0.12473118279569892,1.8237003631127047,0.6897313594818115,12.522856972773017,0.6478214368461285,0.26734983921051025,0.014704624190926552,0.002455636393278837,0.8479018211364746,0.12503956948401393,1.7454076299528236,0.7126084566116333,13.526359933602913,0.6406426736952334,0.2978609502315521,0.021136019378900528,0.0,0.8954253792762756
braid_3188,0.14269406392694065,1.4459553445291577,0.8173930048942566,9.792991440824172,0.5405404258106402,0.32277384400367737,0.009153813123703003,0.0023127077147364616,0.8101141452789307,0.13895075476367236,1.4234561514755995,0.845853328704834,10.678714311489736,0.5345190872277947,0.3850094974040985,0.01231509167701006,0.0,0.8381415605545044
braid_3276,0.08916500994035785,2.619721923029623,0.7812017202377319,10.537017830180442,0.5629127680044521,0.32221221923828125,0.013524798676371574,0.0018370847683399916,0.7289631366729736,0.09467269097404644,2.5858131190767035,0.7603085041046143,10.935007305350506,0.5734135654943073,0.31838974356651306,0.019228342920541763,0.0,0.7356500029563904
braid_4005,0.09364949233776881,3.2816164947675572,0.6548387408256531,10.366011269891441,0.6693626405591305,0.2623167932033539,0.02133546769618988,0.0017291961703449488,0.9538165926933289,0.10171404387388022,2.6935454998224215,0.6159425377845764,10.284073708247696,0.6585963871058268,0.2879679203033447,0.02364019677042961,0.0,0.9485478401184082
